;Low-FVB-youngest;Low-FVB-middle;Low-FVB-oldest;Low-DUHi youngest;Low-DUHi-middle;Low-DUHi-oldest;Up-FVB-youngest;Up-FVB-middle;Up-FVB-oldest;Up-DUHi-youngest;Up-DUHi-middle;Up-DUHi-oldest;baseMean;log2FC;padj;
2610005L07Rik;3769,472961;3210,625799;4297,979275;3766,13519;3669,870102;4237,366457;4074,407193;3213,313791;4758,642988;3845,348558;3626,661501;4126,648051;3883,039322;-0,003040791;0,989658384;1,002109939
2610008E11Rik;2406,449956;3146,124472;2711,780807;2726,992843;2613,446913;2733,121915;2695,091957;2729,163969;2983,416222;2682,694764;3300,028656;2510,906622;2769,934925;-0,008097159;0,967422358;1,005628303
4930562C15Rik;114,4316383;105,8977025;136,9697841;968,3113643;971,1890457;839,8013702;132,3719036;107,1983272;139,9946886;1043,524735;801,8922737;1044,359391;533,8285188;2,950575656;4,72E-171;0,12935649
2610021A01Rik;905,9735623;954,0420292;942,2195635;913,0286459;804,322201;878,160976;926,6033252;933,1526515;947,0228937;949,5960544;1046,434853;841,2013334;920,1465074;-0,04314297;0,715159222;1,030356056
2610042L04Rik;135,4220571;95,30793228;71,79867717;64,78443562;73,22933472;78,08919756;110,3099197;92,26085537;107,0547619;90,49226574;68,26453623;96,28845452;90,27520233;-0,388986805;0,100506969;1,309473446
2610044O15Rik8;1862,730396;2281,614136;2114,194894;1818,28316;1728,692492;1785,091656;1844,381857;1899,694946;1982,277734;1688,425313;2133,482784;1697,216275;1903,007137;-0,141946922;0,172279374;1,103393144
Zfp973;26,40730114;30,80660437;17,67352053;199,5360617;162,0649211;295,9169592;25,59190136;33,3896429;42,35133438;200,4575507;205,6577167;281,4585594;126,7760061;2,937107609;7,64E-42;0,130569731
Lct;10,83376457;10,58977025;14,35973543;73,42236036;82,8331819;80,8291694;12,354711;14,05879701;8,234981685;88,20132231;107,1493986;95,23033963;49,84146102;2,904449854;6,15E-35;0,133559097
2610507B11Rik;14250,46307;14836,26812;13799,70575;14907,33053;15162,07373;14039,61573;13837,27632;14757,34349;14430,04076;14760,54856;14745,13983;13503,66216;14419,12234;0,020205809;0,776416585;0,986092023
Zfp985;20,99041886;28,8811916;19,8827106;150,2998906;142,8572268;147,9584796;19,41454586;18,45217107;19,99924123;166,0933991;224,6680939;118,5088671;89,83385303;2,900585049;3,02E-41;0,133917365
2610528A11Rik;20,31330857;34,65742992;40,87001623;12,09309465;26,41057974;27,39971844;9,70727293;11,42277257;5,882129775;9,163773746;4,320540268;10,58114885;17,73514881;-0,465663659;0,627273612;1,380952464
2610528J11Rik;49,42905086;36,58284269;35,34704107;31,96032157;26,41057974;27,39971844;43,24148851;40,4190414;32,93992674;41,23698186;31,97199798;34,9177912;35,98806517;-0,305254086;0,323635319;1,235636237
Fam205a4;31,14707314;9,627063866;20,98730563;133,8878336;151,260593;119,1887752;25,59190136;16,69482145;34,11635269;155,7841537;201,3371765;205,2742877;92,07477815;2,807370328;8,23E-27;0,142855617
Gm14654;94,11832972;90,49440034;91,68138777;682,3960551;637,4553563;691,8428906;88,24793573;81,71675762;116,4661695;639,1732188;540,9316415;693,0652496;370,6324494;2,793535097;2,25E-158;0,144232171
2700062C07Rik;630,389676;737,4330922;692,5810859;716,9477541;701,0808439;702,802778;663,6244767;701,1825008;702,3262951;701,0286916;713,7532522;675,0772965;694,8523119;0,032206116;0,748162819;0,977923748
2700081O15Rik;13297,7689;12145,50377;13111,54305;13901,87609;14861,95351;12784,70862;13854,92591;13756,53287;14335,92669;15206,13706;14279,38558;14785,03929;13860,10845;0,092378191;0,222645407;0,937975282
2700097O09Rik;1119,263302;1366,080363;1253,715363;1198,943955;1102,041464;1031,599399;1120,748784;1061,439174;1142,309602;1041,233792;1271,102947;1048,591851;1146,4225;-0,075202245;0,571538558;1,053508712
Ahcy;916,8073269;792,3073562;836,1784403;6141,564496;5795,921771;5874,499634;961,9024995;869,0093901;835,262428;5759,431799;5417,957496;5514,89478;3309,644785;2,724659563;0;0,151284956
2810004N23Rik;2843,18609;3125,907637;2889,620607;2968,854736;2851,142131;2896,150239;2947,481053;2871,509289;2834,010125;3012,590619;2961,298299;2555,347447;2896,424856;-0,021907284;0,818663316;1,015300849
Gm5859;18,959088;9,627063866;8,836760267;68,23960551;115,2461661;101,3789582;15,88462843;8,786748131;29,41064887;64,14641622;76,90561676;172,4727262;57,49120222;2,714140446;2,57E-13;0,152392051
Zfp534;23,02174972;14,4405958;11,04595033;111,4292293;93,63750997;104,1189301;21,17950458;9,665422944;11,76425955;79,03754856;123,5674517;98,40468429;58,44273639;2,711465052;4,17E-28;0,152674915
4930447C04Rik;70,41946972;92,41981312;87,26300764;529,5047871;510,2043813;523,3346222;72,3633073;85,23145687;97,64335426;522,3351035;544,3880737;559,7427741;307,9041792;2,675832625;2,08E-180;0,156492712
2810039B14Rik;296,5743052;366,7911333;378,8760964;324,7859706;318,1274377;337,0165368;344,1669494;325,9883557;379,9855835;351,6598175;389,7127321;360,8171757;347,8751745;8,84E-06;0,999955282;0,99999387
2810403A07Rik;6275,458128;7274,209457;6371,304153;6913,794969;6851,14448;6333,444918;6559,469063;6170,933212;6097,415725;6987,377481;7503,050229;6018,557465;6613,013273;0,06783091;0,501632292;0,954071365
2810408A11Rik;617,5245806;607,46773;664,9662101;547,6444291;563,0255407;690,4729047;661,859518;648,4620121;698,7970172;594,4998218;598,8268811;632,7527011;627,1916122;-0,105470356;0,293413455;1,075845086
2810428I15Rik;1556,676547;1336,236465;1502,249245;1581,604021;1625,451135;1561,783951;1633,46929;1628,184429;1516,413056;1512,022668;1309,987809;1610,450855;1531,210789;0,003082855;0,985041893;0,997865409
2810459M11Rik;26,40730114;11,55247664;26,5102808;16,41205702;14,40577076;8,219915532;25,59190136;10,54409776;15,29353741;12,6001889;4,320540268;11,63926373;15,29144428;-0,783424413;0,165853883;1,721211534
2810474O19Rik;2494,474293;2658,032333;2825,554095;2637,158426;2232,894469;2782,441408;2430,34815;2377,694044;2743,425327;2483,382685;2644,170644;2420,966856;2560,878561;-0,030019289;0,81600481;1,021025777
2900011O08Rik;315,5333932;137,6670133;162,3754699;169,3033251;248,4995457;153,4384233;203,8527315;157,2827915;178,8167452;146,6203799;165,0446382;167,1821518;183,801384;-0,142995165;0,702188171;1,104195146
2900026A02Rik;5758,14587;5338,206914;5654,421976;4282,68309;4184,876407;6849,92961;5938,203595;6602,362546;5739,782234;5166,077449;5207,115131;5517,011009;5519,901319;-0,167072697;0,287031047;1,122777997
Smarce1-ps1;43,33505829;52,94885126;28,71947087;170,1671175;184,8740581;131,5186485;38,82909172;0;0;151,2022668;187,5114476;219,0297812;100,6779827;2,669937665;0,017009714;0,157133461
3110001I22Rik;173,3402332;185,8023326;180,0489904;153,7550605;164,4658829;164,3983106;167,6710779;160,7974908;210,5802459;174,1117012;174,5498268;125,9156713;169,6197353;-0,167811823;0,309996923;1,12335337
3110002H16Rik;1364,377226;1404,588618;1424,927593;1477,948925;1542,617953;1305,596584;1351,958375;1322,405594;1439,945369;1422,675874;1447,38099;1303,597538;1400,668386;0,03490171;0,714765233;0,976098259
3110009E18Rik;132,713616;124,1891239;119,2962636;145,9809283;159,6639593;134,2586204;141,1966972;144,9813442;141,1711146;148,9113234;132,2085322;144,9617392;139,1277718;0,105102574;0,542073906;0,929738837
3110021N24Rik;24,37597029;10,58977025;25,40568577;16,41205702;18,00721346;5,479943688;21,17950458;11,42277257;24,70494505;9,163773746;19,87448523;16,92983816;16,96216332;-0,430017349;0,476382993;1,347249778
3110035E14Rik;32,50129372;8,66435748;4,418380134;9,501717224;33,61346512;16,43983106;24,709422;12,30144738;10,58783359;20,61849093;12,9616208;11,63926373;16,49642693;0,136083391;0,901616595;0,909986223
3110040N11Rik;440,798796;337,9099417;367,8301461;419,8031428;423,7697567;426,0656218;403,2930663;393,6463163;437,6304552;481,0981217;423,4129462;414,7810348;414,1699455;0,11842095;0,331283927;0,92119536
3110043O21Rik;2005,600666;2225,777166;1944,087259;1859,745198;1819,92904;1852,220967;1627,291935;1672,996844;1479,943851;1485,676819;1724,759675;1289,842045;1748,989289;-0,127405641;0,498772488;1,092327631
3110053B16Rik;434,7048034;388,9333802;491,5447899;423,2583127;462,1851454;432,9155514;407,7054631;398,0396903;455,2768446;498,2801974;495,1339147;420,0716093;442,3374752;0,087328385;0,511016533;0,94126419
3110062M04Rik;503,0929423;532,3766318;569,9710372;529,5047871;561,8250598;489,0849742;522,4277795;535,991636;601,153663;522,3351035;516,736616;536,4642466;535,0803731;-0,043923087;0,700787632;1,030913357
Zfp979;58,23148457;107,8231153;81,74003247;464,7203515;420,168314;452,0953543;65,30347244;70,29398505;70,5855573;489,1164237;541,7957496;493,0815363;276,2462814;2,666233332;6,90E-86;0,157537443
3110070M22Rik;66,356808;52,94885126;53,0205616;81,19649264;62,42500665;39,72959174;75,89322473;108,077002;75,29126112;65,29188794;64,80810401;63,48689309;67,3771404;-0,188696873;0,620526955;1,139733776
3110082I17Rik;1031,238965;1088,820923;968,7298443;1181,668106;1196,879454;1004,199681;1119,866304;1050,895076;931,7293563;1188,999644;1035,201448;1093,032676;1074,27179;0,112965745;0,238962991;0,924685233
3300002I08Rik;58,23148457;36,58284269;50,81137154;64,78443562;34,81394601;65,75932426;43,24148851;38,66169178;64,70342752;64,14641622;56,16702348;59,25443355;53,09649048;0,243540716;0,475716261;0,844669747
3632451O06Rik;633,0981172;634,4235088;537,9377813;741,1339434;428,5716803;508,2647771;615,9705914;544,7783841;623,5057561;773,1934098;583,2729361;656,0312286;606,6818428;0,041283538;0,886002615;0,97178998
3830406C13Rik;651,3800949;882,8017565;678,2213505;723,8580939;671,0688215;731,5724824;683,0390226;707,3332245;755,2654631;655,2098228;923,7315092;642,2757351;725,4797814;-0,001195644;0,996806603;1,000829101
3830408C21Rik;44,68927886;66,42674068;57,43894174;52,69134097;56,42260216;34,24964805;52,06628208;68,53663542;74,11483516;59,56452935;67,40042818;58,19631866;57,64979844;-0,125932098;0,728304702;1,091212517
Rtn4rl2;17,60486743;10,58977025;12,15054537;101,927512;91,23654818;58,90939465;30,00429815;25,48156958;28,23422292;221,0760416;111,4699389;175,6470709;73,694315;2,616729049;2,47E-12;0,163036959
Gm10073;18,28197772;24,06765967;29,8240659;117,4757766;204,0817525;130,1486626;24,709422;7,029398505;19,99924123;105,3833981;66,53632012;96,28845452;70,31884412;2,544468014;6,43E-14;0,171411046
4833423E24Rik;83,28456515;92,41981312;103,8319331;114,0206067;132,0528987;183,5781136;55,59619951;86,9888065;104,70191;79,03754856;128,7521;116,3926373;106,7214277;0,517731601;0,05152005;0,698469197
4833439L19Rik;5089,838018;5214,01779;4894,460593;5574,05284;5653,064544;5222,386335;4992,185724;5125,310185;4696,292412;5643,739156;5500,911869;4808,074037;5201,194459;0,110343455;0,081838045;0,9263675
4921507P07Rik;16,92775714;25,99307244;26,5102808;31,96032157;33,61346512;35,61963397;38,82909172;26,36024439;35,29277865;43,52792529;48,390051;29,62721677;32,72098657;0,406593496;0,272034631;0,754402574
4921524J17Rik;722,4766749;931,8997823;727,928127;706,5822444;721,4890191;693,2128766;698,923651;753,9029896;759,9711669;703,319635;823,494975;682,4841007;743,8071035;-0,083647983;0,531634517;1,059694187
4921536K21Rik;46,04349943;40,43366824;47,49758644;33,68790652;28,81154153;19,17980291;45,00644722;41,29771622;39,99848247;37,8005667;33,70021409;31,74344654;37,10007319;-0,479331321;0,065686918;1,394097362
4930402H24Rik;2979,285257;3057,555484;3175,710721;3282,411405;3237,696979;3003,009141;2933,361384;3119,295586;3262,229173;3104,228356;3232,628228;3375,386483;3146,89985;0,055859706;0,374426967;0,962021001
4930404N11Rik;83,96167543;41,39637463;45,28839637;56,14651087;76,83077741;45,20953543;91,77785316;121,2571242;82,34981685;83,61943543;65,67221207;68,77746751;71,85726495;-0,237418318;0,605050903;1,178881182
4930415F15Rik;14,219316;6,738944706;12,15054537;12,09309465;9,603847177;9,589901455;21,17950458;14,05879701;4,70570382;14,89113234;6,048756375;14,81360839;11,67442932;-0,146947979;0,870766955;1,107224659
4930415O20Rik;12,18798514;21,17954051;14,35973543;14,68447207;19,20769435;5,479943688;15,00214907;21,96687033;12,9406855;5,727358591;19,87448523;15,87172327;14,8735536;-0,250212687;0,720053146;1,189382445
Gm4724;100,2123223;146,3313708;71,79867717;693,6253573;672,2693024;556,2142844;50,30132337;138,8306205;142,3475406;620,8456713;713,7532522;486,732847;366,1052141;2,52851721;6,28E-29;0,173316725
4930430F08Rik;411,0059434;489,0548444;448,4655836;437,0789923;478,9918779;417,8457062;475,6563736;439,3374065;499,9810309;384,8784973;454,5208362;485,6747321;451,8743187;-0,051642113;0,721743977;1,03644396
4930431P19Rik;49,42905086;63,53862152;55,22975167;60,46547324;44,41779319;63,01935242;60,0085963;52,72048879;62,35057561;68,7283031;71,72096844;42,32459539;57,82946421;0,040446769;0,923089953;0,972353785
4930432K21Rik;88,70144743;64,5013279;61,85732187;79,46890769;90,03606728;97,26900047;86,48297702;95,77555463;115,2897436;75,60113341;90,73134562;118,5088671;88,68530783;0,104789164;0,759801249;0,929940835
4930444P10Rik;37,24106572;46,20990656;46,3929914;51,82754849;42,0168314;31,50967621;47,65388529;27,23891921;28,23422292;51,54622732;57,89523959;29,62721677;41,44947757;0,193102289;0,655305766;0,874722744
Tlr1;35,88684514;51,98614488;37,55623113;176,2136649;205,2822334;158,918367;39,71157108;33,3896429;42,35133438;264,6039669;279,1069013;272,9936403;133,1667119;2,501354938;3,10E-37;0,17661075
Sim2;101,5665429;58,72508958;58,54353677;33,68790652;196,8788671;210,977832;144,7266146;104,5623028;115,2897436;1258,873418;1204,566627;265,5868361;312,8321097;2,442034415;0,003842422;0,184023968
4930452B06Rik;343,9720252;349,4624183;365,620956;324,7859706;295,3183007;413,7357485;352,9917429;382,2235437;307,0471742;422,679064;370,702355;339,654878;355,6828481;0,041046793;0,841346389;0,971949463
4930453N24Rik;1818,041117;2213,261983;1831,418565;1824,329707;1710,685278;1671,382825;1597,287637;1690,57034;1729,346154;1743,407955;1966,70993;1572,358719;1780,733351;-0,052015314;0,730342305;1,036712106
Gm5421;42,657948;37,54554908;19,8827106;114,8843992;111,6447234;112,3388456;10,58975229;16,69482145;7,05855573;135,1656628;125,2956678;137,554935;72,60946424;2,432935976;7,38E-12;0,185188193
4930507D05Rik;23,02174972;28,8811916;24,30109073;22,45860435;33,61346512;13,69985922;32,65173622;32,51096808;27,05779696;25,2003778;17,28216107;24,33664235;25,41797027;-0,303514613;0,46254743;1,234147315
4930516K23Rik;18,28197772;24,06765967;20,98730563;41,46203879;28,81154153;24,6597466;29,12181879;10,54409776;28,23422292;26,34584952;39,74897046;45,49894005;28,14701412;0,676761522;0,075689158;0,625567938
4930518I15Rik;98,85810172;117,4501792;117,0870735;107,9740594;102,0408763;82,19915532;106,7800022;115,1064005;143,5239665;91,63773746;127,0238839;102,6371438;109,3598816;-0,169971321;0,443321961;1,12503612
4930519G04Rik;8,125323429;18,29142135;14,35973543;25,91377425;15,60625166;13,69985922;16,76710779;8,786748131;14,11711146;12,6001889;18,14626912;16,92983816;15,27863574;0,389454403;0,477005998;0,763418259
4930522L14Rik;421,839708;559,3324106;461,720724;348,9721598;358,9437882;384,9660441;373,2887681;420,8852355;438,8068812;363,1145347;501,182671;346,0035673;414,9213744;-0,213778594;0,208975485;1,159721662
Gm2420;80,576124;68,35215345;61,85732187;393,0255761;386,5548489;410,9957766;93,54281187;84,35278206;109,4076138;460,4796307;444,1515395;464,5124344;254,8173844;2,364654181;9,32E-82;0,194163755
4930524J08Rik;94,79544;72,202979;104,9365282;76,01373779;87,63510549;101,3789582;101,4851261;86,11013168;83,5262428;100,8015112;62,21577985;79,35861636;87,53834639;-0,110667328;0,705400733;1,079727556
4930526A20Rik;97,50388115;56,79967681;90,57679274;62,19305819;92,43702907;93,1590427;86,48297702;87,86748131;70,5855573;93,9286809;78,63383287;118,5088671;85,7230731;0,12707076;0,709894371;0,915688774
4930529C04Rik;23,02174972;26,95577883;15,46433047;27,6413592;27,61106063;30,13969029;20,29702522;30,75361846;21,17566719;13,74566062;37,1566463;22,22041258;24,68191662;0,203337311;0,691014367;0,868539091
4930539E08Rik;117,1400794;135,7416005;122,6100487;127,8412863;104,441838;128,7786767;127,9595068;113,3490509;123,5247253;113,4017001;135,6649644;126,9737862;123,1189386;0,000612936;0,998771984;0,999575235
4930548H24Rik;23,02174972;36,58284269;27,61487583;21,59481187;32,41298422;10,95988738;30,00429815;21,08819551;22,35209314;33,21867983;22,46680939;27,51098701;25,73568456;-0,111609702;0,84926691;1,080433069
Mrap2;12,18798514;18,29142135;12,15054537;74,28615284;56,42260216;65,75932426;16,76710779;17,57349626;21,17566719;107,6743415;86,41080535;69,8355824;46,54458597;2,246734807;8,81E-19;0,210700434
4930578C19Rik;69,74235943;81,83004286;103,8319331;73,42236036;63,62548754;72,60925387;55,59619951;58,87121248;57,64487179;53,83717076;82,95437314;87,82353544;71,81573336;0,030541633;0,94805621;0,979052661
4930579F01Rik;24,37597029;25,03036605;18,77811557;33,68790652;32,41298422;23,28976068;23,82694265;7,908073318;10,58783359;25,2003778;24,1950255;14,81360839;22,00891371;0,465874418;0,372493341;0,724032108
4930579G24Rik;1136,86817;1342,975409;1233,832652;1116,88367;1116,447234;1134,348343;1119,866304;1165,122802;1071,724045;1052,688509;1233,082192;1261,272943;1165,426023;-0,031261858;0,818872196;1,021905548
4930590J08Rik;50,78327143;73,16568538;66,275702;50,96375602;39,6158696;46,57952135;51,18380272;48,32711472;44,70418629;35,50962327;37,1566463;32,80156143;48,08889504;-0,459589051;0,084432719;1,375150053
4931406C07Rik;1120,617523;1440,208754;1347,605941;1344,924883;1330,132834;1191,887752;1334,308788;1365,46066;1467,003166;1363,111345;1543,296984;1315,236802;1346,982953;0,00513405;0,978532071;0,996447672
4931406P16Rik;2747,036429;2987,277918;2917,235483;2777,092807;2890,758;2863,270577;2664,20518;2954,104722;2944,594165;2798,387408;2694,288911;3102,392842;2861,72037;-0,007249589;0,947503023;1,005037679
Lrrc55;187,5595492;206,9818731;237,4879322;919,9389857;854,7423987;764,4521445;167,6710779;233,7275003;263,5194139;1312,710589;1321,221214;913,1531456;615,2638187;2,234510765;7,77E-44;0,212493297
4931422A03Rik;17,60486743;3,850825547;12,15054537;18,13964197;12,00480897;17,80981699;18,5320665;12,30144738;17,64638932;22,90943437;16,41805302;31,74344654;16,75927862;0,531653048;0,355770243;0,691761655
Gm14410;73,12791086;52,94885126;46,3929914;249,6360252;285,7144535;324,6866635;170,318516;70,29398505;72,93840921;378,005667;558,2138026;464,5124344;228,8991425;2,215250371;1,07E-12;0,215349164
Cd8a;7,448213143;10,58977025;12,15054537;43,18962374;39,6158696;61,64936649;15,88462843;7,029398505;7,05855573;49,25528389;44,93361878;40,20836562;28,2511033;2,212086298;1,89E-13;0,215821979
